url	kind	httpStatus	visits90	gscImp90	gscPos	titleLen	descLen	words	tables	incoming	outgoing	promisedPct	firstLinkPct	l1_02_no_artifact_word	l1_03_no_digit	l1_04_title_long	l1_05_desc_len	l1_06_desc_no_range	l1_07_few_tables	l1_08_no_faq	l1_09_orphan	l1_10_few_outgoing	l1_11_thin	l1_12_stale	l2_05_desc_echoes_title	l2_06_no_range_in_desc	l2_07_no_source_date	l2_09_desc_len	l3_02_defines_instead_of_answers	l3_05_promise_buried	l3_11_first_link_late	l3_12_title_h2_mismatch
/articles/razmestit-rezyume-besplatno-gajd-dlya-digital-specialistov	статья	200	0	18	13.2	73	164	1318	2	0	3	48	15	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0
/articles/rezume-kontent-menedzhera	статья	200	0	12	24.9	70	144	1710	3	0	2	19	36	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0
/articles/rezume-marketologa	статья	200	32	12	22.5	74	133	4063	4	0	6	24	19	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
/articles/rezyume-analitika-dannyh-obrazec-shablon-oshibki	статья	200	0	3	76.3	71	139	2526	2	0	3	23	71	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0
/articles/rezyume-dizajnera	статья	200	1	23	6.9	62	146	983	0	1	3	0	68	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0
/articles/rezyume-kopiraytera	статья	200	2	84	19	73	142	2285	3	3	5	17	11	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
/articles/rezyume-smm-spetsialista	статья	200	0	121	33.3	70	128	2920	0	4	13	17	13	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0
/articles/rezyume-targetologa-shablon-2026	статья	200	4	268	13.8	65	148	3692	3	2	9	9	8	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
/articles/rilsmeyker-kto-eto	статья	200	5	0		75	145	2034	3	0	3	12	55	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0
/articles/seo-specialist-2026-navyki-zarplata	статья	200	1	8	11.5	64	150	2559	5	9	13	14	17	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
/articles/skolko-zarabatyvaet-graficheskiy-dizayner	статья	200	5	9	34.6	58	164	1228	2	1	4	7	64	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0
/articles/smm-menedzher-bez-opyta	статья	200	0	9	53.1	60	138	1183	0	0	4		60	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0		1	0
/articles/smm-vs-targetolog-kogo-nanyat-malomu-biznesu	статья	200	0	21	13.1	74	148	1689	5	0	4	1	8	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
/articles/soft-skills-marketologa-cheklst-dlya-hr	статья	200	0	2	4	75	137	1671	2	0	2	15	75	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0
/articles/soprovoditelnoe-pismo-k-rezyume-primer	статья	200	0	4	10.5	68	135	2538	3	0	2	0	77	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0
/articles/stazhirovka-v-digital-pervyj-offer	статья	200	3	4	7	72	136	1849	3	0	6	18	22	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0
/articles/stoimost-uslug-frilansera-digital-2026	статья	200	2	220	9	70	147	2844	16	4	6	12	33	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0
/articles/telegram-kanaly-vakansii-smm	статья	200	0	33	17.9	68	148	1072	0	0	2		68	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0		1	0
/articles/testovoe-zadanie-dlya-smm-specialista	статья	200	10	24	24.7	68	194	1213	1	1	2	21	91	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0
/articles/udalennaya-rabota-digital-2026	статья	200	0	2	6.5	69	140	2264	3	7	7	14	18	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
/articles/udalennaya-rabota-digital-specialista-instrumenty-rezhim-dnya	статья	200	0	2	35	76	159	1963	2	0	5	16	7	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
/articles/vakansii-direktolog-yandex-direct	статья	200	1	34	13.7	71	152	1843	4	0	5	19	3	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
/articles/vakansii-junior-digital-gajd-dlya-dzhuniora	статья	200	0	2	5.5	66	136	1232	1	0	3	45	30	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0
/articles/vakansii-kontent-menedzher-2026	статья	200	0	154	7.6	73	138	2310	2	0	10	19	10	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
/articles/vakansii-kopirajter-gde-iskat-rabotu-2026	статья	200	0	22	7.6	63	151	1329	0	1	3	47	21	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
/articles/vakansii-razrabotchik-digital	статья	200	0	3	51.3	82	137	1103	1	0	4	44	62	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0
/articles/voprosy-na-sobesedovanii-marketologa	статья	200	1	2	6.5	70	150	1204	0	1	2		78	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0		1	0
/articles/zarplata-analitika-dannykh	статья	200	1	34	6.9	62	169	1407	2	0	3	43	72	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0
/articles/zarplata-dizajnera-2026-uiux-grafika-moshion	статья	200	4	9	7.9	74	166	1365	1	2	3	18	12	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
/articles/zarplata-frontend-razrabotchika-2026	статья	200	5	36	6.3	73	150	2019	2	0	5	16	75	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0
/articles/zarplata-kopiraytera-2026	статья	200	0	25	10.9	71	151	1673	4	0	3	15	71	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0
/articles/zarplata-produkt-menedzhera	статья	200	1	28	12.5	64	162	939	1	0	2	43	59	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0
/articles/zarplata-seo-specialista	статья	200	0	67	14.8	75	149	1998	3	3	6	17	27	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
/articles/zarplata-smm-spetsialista-realnie-dannye-iz-vakansiy	статья	200	2	79	15.2	79	151	2035	4	4	8	8	34	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
/articles/zarplata-targetologa	статья	200	0	58	39.3	72	142	1356	2	1	2	17	44	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
/articles/zarplata-ux-ui-dizajnera	статья	200	0	48	22.9	78	163	2354	5	3	7	18	31	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
/articles/zarplaty-digital-marketing-2026	статья	200	7	62	21.3	82	149	4928	24	13	11	14	12	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/tools/tilda	инструмент	200	5	179	33	63	144	2397	0					1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0			0
/tools/figma	инструмент	200	3	11	10.9	58	133	2471	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			0
/tools/chatgpt	инструмент	200	2	34	9.5	62	145	1722	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/tools/canva	инструмент	200	2	17	7.8	56	151	1674	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/tools/midjourney	инструмент	200	2	5	5.4	61	129	1681	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools/tablicy	инструмент	200	1	9	16.4	64	135	1909	0					0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools/capcut	инструмент	200	1	5	6.6	59	140	1745	0					1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0			0
/tools/yandex-metrika	инструмент	200	0	73	21	64	143	1757	0					1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/tools/yandex-direct	инструмент	200	0	34	26.9	55	156	2640	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/tools/bitrix24	инструмент	200	0	22	27.1	51	142	1675	0					1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0			0
/tools/semrush	инструмент	200	0	18	34	59	134	1617	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools/vk-ads	инструмент	200	0	12	8.2	60	131	2545	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools/wordpress	инструмент	200	0	10	29.8	62	140	1219	0					1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0			1
/tools/photoshop	инструмент	200	0	7	19.1	54	160	1686	0					1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0			0
/tools/excel	инструмент	200	0	6	44	50	129	1745	0					1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0			1
/tools/notion	инструмент	200	0	6	32.8	58	140	857	0					1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0			0
/tools/google-analytics	инструмент	200	0	2	10.5	52	136	1695	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools/screaming-frog	инструмент	200	0	2	6	56	133	2438	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/tools	инструмент	200	0	1	8	55	159	636	0					1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0			0
/vacancies/seo	категория	200	6	8699	33.6	55	161	2461	0					1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0			1
/vacancies/marketing	категория	200	6	2297	43.6	62	160	2483	0					1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			1
/vacancies/copywriting	категория	200	4	2135	44.2	61	131	2785	0					1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0			1
/vacancies/dizajn	категория	200	2	1498	44.5	60	141	2515	0					1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0			0
/vacancies/content	категория	200	1	1217	32.3	56	130	2460	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/vacancies/target	категория	200	1	542	22	63	152	2431	0					1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0			0
/vacancies/menedzher	категория	200	1	467	29.7	63	163	2392	0					1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			1
/vacancies/razrabotka	категория	200	1	311	25.4	60	146	2429	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/vacancies/smm	категория	200	0	819	26.9	60	155	2532	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/vacancies/analitika	категория	200	0	264	27.3	61	148	2547	0					1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			1
/vacancies/hr	категория	200	0	88	37.5	64	123	1569	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/vacancies/wordpress	категория	200	0	20	20.1	62	140	1219	0					1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0			1
/vacancies/finansy	категория	200	0	0		57	129	1231	0					1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0			1
/vacancies/kontekstnaya-reklama	категория	200	0	0		63	125	1835	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			0
/vacancies/kreativ	категория	200	0	0		61	136	2018	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/professions/rilsmeyker	профессия	200	0	10	24.7	59	155	662	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/ux-ui-dizayner	профессия	200	0	4	29.8	50	153	708	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/prodzhekt-menedzher	профессия	200	0	3	31.7	52	154	715	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/veb-dizayner	профессия	200	0	1	7	60	152	686	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/biznes-assistent	профессия	200	0	0		52	152	717	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/montazher-video	профессия	200	0	0		63	168	752	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/prodyuser	профессия	200	0	0		60	154	748	0					1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions/stsenarist	профессия	200	0	0		59	156	671	0					0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0			1
/professions	профессия	200	0	1	25	64	163	228	0					1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0			0
/vacancies/udalyonka	хаб фильтра	200	7	2976	37.5	56	166	2634	0					1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0			1
/vacancies/ofis	хаб фильтра	200	1	216	25.6	59	129	2362	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/vacancies/gibrid	хаб фильтра	200	6	164	9.8	59	129	2308	0					1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0			1
/vacancies/junior	хаб фильтра	200	4	206	24.2	58	151	2731	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/vacancies/middle	хаб фильтра	200	1	110	15.8	57	128	2659	0					1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0			1
/vacancies/senior	хаб фильтра	200	4	180	24.3	62	117	2699	0					1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0			1
/resumes/tag/udalyonka	тег резюме	200	0	52	2.8	44	101	20294	0					1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0			0
/resumes/tag/ofis	тег резюме	200	0	8	2.8	58	142	7123	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			1
/resumes/tag/senior	тег резюме	200	0	4	4	61	152	4622	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			0
/resumes/tag/junior	тег резюме	200	0	1	7	59	147	3990	0					1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0			0
/resumes/tag/gibrid	тег резюме	200	0	0		58	154	10793	0					1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0			0
/resumes/tag/middle	тег резюме	200	0	0		63	142	2049	0					1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0			0
/	хаб	200	18	944	48.2	65	148	1413	0					1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0			0
/articles	хаб	200	0	49	72.3	58	130	3268	0					1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0			1
/vacancies	хаб	200	1	3	10	58	151	1169	0					1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0			0
/resumes	хаб	200	0	19	11.7	65	159	1061	0					1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0			0
